ensembl_gene_id	external_gene_name	description	entrezgene	hsapiens_homolog_ensembl_gene	hsapiens_homolog_perc_id	hgnc_symbol	Human_description	Human_entrez_geneid	ensembl_peptide_ids	ensembl_transcript_ids	MRL_C1	MRL_C2	MRL_C3	MRL_C4	MRL_C5	MRL_C6	MRL_C7	MRL_C8	MRL_2DG_1	MRL_2DG_2	MRL_2DG_3	MRL_2DG_4	MRL_2DG_5	MRL_2DG_6	MRL_2DG_7	MRL_2DG_8	MRL_2DG_9
ENSMUSG00000078919	Dpm1	dolichol-phosphate (beta-D) mannosyltransferase 1 [Source:MGI Symbol;Acc:MGI:1330239]	13480	ENSG00000000419	91.1538	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]	8813	ENSMUSP00000104816,ENSMUSP00000096671,ENSMUSP00000118776	ENSMUST00000109193,ENSMUST00000150437,ENSMUST00000156800,ENSMUST00000141036,ENSMUST00000099072,ENSMUST00000140249,ENSMUST00000142482,ENSMUST00000136582,ENSMUST00000153258,ENSMUST00000154111	524	471	206	102	211	178	144	141	557	449	308	222	149	143	153	117	144
ENSMUSG00000078920	Ifi47	interferon gamma inducible protein 47 [Source:MGI Symbol;Acc:MGI:99448]	15953		NA			NA	ENSMUSP00000104825,ENSMUSP00000150066,ENSMUSP00000149108,ENSMUSP00000150940,ENSMUSP00000041975	ENSMUST00000109202,ENSMUST00000152914,ENSMUST00000214804,ENSMUST00000213728,ENSMUST00000046704	29565	28680	21934	27326	25731	29241	29525	24101	20333	20469	24810	22608	29604	23920	21384	19962	20174
ENSMUSG00000078921	Tgtp2	T cell specific GTPase 2 [Source:MGI Symbol;Acc:MGI:3710083]	100039796		NA			NA	ENSMUSP00000045025	ENSMUST00000046745,ENSMUST00000128411	19918	17131	13220	17231	14541	16917	17479	16928	12203	11096	14243	13916	18384	14968	13455	11179	14742
ENSMUSG00000078922	Tgtp1	T cell specific GTPase 1 [Source:MGI Symbol;Acc:MGI:98734]	21822		NA			NA	ENSMUSP00000069914,ENSMUSP00000123089,ENSMUSP00000150328	ENSMUST00000068063,ENSMUST00000146439,ENSMUST00000132745	8893	6557	6038	7524	6169	7129	6757	6727	3968	3343	4329	3860	7189	4426	4228	3201	4612
ENSMUSG00000078923	Ube2v1	ubiquitin-conjugating enzyme E2 variant 1 [Source:MGI Symbol;Acc:MGI:1913839]	66589	ENSG00000244687	75.7225	UBE2V1	ubiquitin conjugating enzyme E2 V1 [Source:HGNC Symbol;Acc:HGNC:12494]	7335	ENSMUSP00000114764,ENSMUSP00000104830,ENSMUSP00000116578,ENSMUSP00000053109	ENSMUST00000151365,ENSMUST00000130284,ENSMUST00000109207,ENSMUST00000144628,ENSMUST00000140216,ENSMUST00000060645,ENSMUST00000144830	18	16	21	10	32	29	27	15	20	14	29	15	39	21	23	25	28
ENSMUSG00000078924	Gm12169	predicted gene 12169 [Source:MGI Symbol;Acc:MGI:3650838]	210535	ENSG00000113249	33.2	HAVCR1	hepatitis A virus cellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:17866]	26762	ENSMUSP00000104851	ENSMUST00000109228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078925	D030018L15Rik	RIKEN cDNA D030018L15 gene [Source:MGI Symbol;Acc:MGI:3028082]	402773		NA			NA		ENSMUST00000230782,ENSMUST00000139808,ENSMUST00000140253,ENSMUST00000100271	0	0	0	0	0	1	1	0	1	0	0	0	5	0	0	0	0
ENSMUSG00000078926	Cdc20b	cell division cycle 20B [Source:MGI Symbol;Acc:MGI:3644472]	238896	ENSG00000164287	72.2543	CDC20B	cell division cycle 20B [Source:HGNC Symbol;Acc:HGNC:24222]	166979	ENSMUSP00000137915,ENSMUSP00000104867,ENSMUSP00000137759,ENSMUSP00000137849,ENSMUSP00000137651	ENSMUST00000181117,ENSMUST00000109244,ENSMUST00000181741,ENSMUST00000181568,ENSMUST00000180543	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078931	Pdf	peptide deformylase (mitochondrial) [Source:MGI Symbol;Acc:MGI:1915273]	68023	ENSG00000258429	75.3247	PDF	peptide deformylase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30012]	64146	ENSMUSP00000138676,ENSMUSP00000138756	ENSMUST00000055316,ENSMUST00000154271	67	87	39	60	49	51	43	58	78	83	84	57	65	42	46	86	50
ENSMUSG00000078932	CN725425	cDNA sequence CN725425 [Source:MGI Symbol;Acc:MGI:3613655]	545126	ENSG00000180116	53.3742	C12orf40	chromosome 12 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:26846]	283461	ENSMUSP00000104907,ENSMUSP00000140772	ENSMUST00000109284,ENSMUST00000190436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078934	Pate13	prostate and testis expressed 13 [Source:MGI Symbol;Acc:MGI:1925158]	77908		NA			NA	ENSMUSP00000149669,ENSMUSP00000135716	ENSMUST00000176049,ENSMUST00000176153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078935	1700025C18Rik	RIKEN cDNA 1700025C18 gene [Source:MGI Symbol;Acc:MGI:1919461]	NA		NA			NA	ENSMUSP00000104927	ENSMUST00000109304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078937	Cpt1b	carnitine palmitoyltransferase 1b, muscle [Source:MGI Symbol;Acc:MGI:1098297]	12895	ENSG00000205560	87.0466	CPT1B	carnitine palmitoyltransferase 1B [Source:HGNC Symbol;Acc:HGNC:2329]	1375	ENSMUSP00000129786,ENSMUSP00000128188,ENSMUSP00000104936	ENSMUST00000168376,ENSMUST00000168879,ENSMUST00000165419,ENSMUST00000109313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078938	Syce3	synaptonemal complex central element protein 3 [Source:MGI Symbol;Acc:MGI:1922709]	75459	ENSG00000217442	89.7727	SYCE3	synaptonemal complex central element protein 3 [Source:HGNC Symbol;Acc:HGNC:35245]	644186	ENSMUSP00000131766,ENSMUSP00000104937	ENSMUST00000167959,ENSMUST00000109314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078940	Wfdc11	WAP four-disulfide core domain 11 [Source:MGI Symbol;Acc:MGI:3651686]	629761	ENSG00000180083	50	WFDC11	WAP four-disulfide core domain 11 [Source:HGNC Symbol;Acc:HGNC:20478]	259239	ENSMUSP00000104956,ENSMUSP00000125964	ENSMUST00000109332,ENSMUST00000167694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078941	Ak6	adenylate kinase 6 [Source:MGI Symbol;Acc:MGI:5510732]	108143	ENSG00000273841	95.0758	TAF9	TATA-box binding protein associated factor 9 [Source:HGNC Symbol;Acc:HGNC:11542]	6880	ENSMUSP00000022135,ENSMUSP00000081772,ENSMUSP00000140648	ENSMUST00000190210,ENSMUST00000022135,ENSMUST00000185901,ENSMUST00000084721,ENSMUST00000190729	764	585	756	776	1140	1245	924	652	614	623	911	877	1304	1259	976	1024	1247
ENSMUSG00000078942	Naip6	NLR family, apoptosis inhibitory protein 6 [Source:MGI Symbol;Acc:MGI:1298222]	17952		NA			NA	ENSMUSP00000112867,ENSMUSP00000041766	ENSMUST00000118574,ENSMUST00000042220	481	435	379	375	438	337	392	552	534	543	618	327	614	602	387	406	423
ENSMUSG00000078945	Naip2	NLR family, apoptosis inhibitory protein 2 [Source:MGI Symbol;Acc:MGI:1298226]	17948		NA			NA	ENSMUSP00000113890,ENSMUSP00000125852,ENSMUSP00000070827	ENSMUST00000117913,ENSMUST00000167986,ENSMUST00000067975	852	725	562	544	983	733	606	663	928	1058	681	627	855	802	767	704	597
ENSMUSG00000078949	R3hdml	R3H domain containing-like [Source:MGI Symbol;Acc:MGI:3650937]	100043899	ENSG00000101074	77.8656	R3HDML	R3H domain containing like [Source:HGNC Symbol;Acc:HGNC:16249]	140902	ENSMUSP00000105043	ENSMUST00000109416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078952	Lncenc1	long non-coding RNA, embryonic stem cells expressed 1 [Source:MGI Symbol;Acc:MGI:3780541]	NA		NA			NA		ENSMUST00000109431,ENSMUST00000242928,ENSMUST00000243060,ENSMUST00000243064,ENSMUST00000244070,ENSMUST00000244290,ENSMUST00000244877,ENSMUST00000246094,ENSMUST00000245212,ENSMUST00000245625,ENSMUST00000244982,ENSMUST00000179324,ENSMUST00000180371,ENSMUST00000242609	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000078953	Gm11020	predicted gene 11020 [Source:MGI Symbol;Acc:MGI:3779240]	NA		NA			NA	ENSMUSP00000105073	ENSMUST00000109447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078954	Arhgap8	Rho GTPase activating protein 8 [Source:MGI Symbol;Acc:MGI:1920417]	73167	ENSG00000241484	81.1765	ARHGAP8	Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]	23779	ENSMUSP00000132008,ENSMUSP00000130977,ENSMUSP00000006029	ENSMUST00000169075,ENSMUST00000167499,ENSMUST00000172307,ENSMUST00000168811,ENSMUST00000163312,ENSMUST00000100464,ENSMUST00000006029	113	119	89	54	87	172	141	61	90	108	42	41	60	65	55	21	50
ENSMUSG00000078955	Gm14222	predicted gene 14222 [Source:MGI Symbol;Acc:MGI:3651737]	NA		NA			NA		ENSMUST00000128681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078956	Gm14221	predicted gene 14221 [Source:MGI Symbol;Acc:MGI:3650696]	NA		NA			NA		ENSMUST00000109473,ENSMUST00000247396,ENSMUST00000209603	6	37	5	11	11	9	12	6	3	1	5	12	0	17	10	33	13
ENSMUSG00000078957	1700060C20Rik	RIKEN cDNA 1700060C20 gene [Source:MGI Symbol;Acc:MGI:1920649]	73399		NA			NA		ENSMUST00000109506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078958	Atp6ap1l	ATPase, H+ transporting, lysosomal accessory protein 1-like [Source:MGI Symbol;Acc:MGI:3648665]	435376		NA			NA	ENSMUSP00000138791,ENSMUSP00000105168,ENSMUSP00000138331,ENSMUSP00000138517	ENSMUST00000182446,ENSMUST00000109541,ENSMUST00000182104,ENSMUST00000182932,ENSMUST00000183162	0	0	0	0	0	0	3	0	0	0	0	0	5	0	6	1	0
ENSMUSG00000078962	4932414J04Rik	RIKEN cDNA 4932414J04 gene [Source:MGI Symbol;Acc:MGI:3605619]	237694		NA			NA		ENSMUST00000152483,ENSMUST00000165732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078963	Hsbp1l1	heat shock factor binding protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1913505]	66255	ENSG00000226742	72.2222	HSBP1L1	heat shock factor binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:37243]	440498	ENSMUSP00000132852,ENSMUSP00000158095	ENSMUST00000166219,ENSMUST00000237192	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	2	2
ENSMUSG00000078964	Ces1b	carboxylesterase 1B [Source:MGI Symbol;Acc:MGI:3779470]	382044	ENSG00000198848	65.9612	CES1	carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]	1066	ENSMUSP00000105210	ENSMUST00000109582	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000078965	Gm12033	predicted gene 12033 [Source:MGI Symbol;Acc:MGI:3650772]	NA		NA			NA		ENSMUST00000180654	5	3	3	1	8	8	7	3	0	0	2	0	0	8	15	8	13
ENSMUSG00000078967	Gapdh-ps16	glyceraldehyde-3-phosphate dehydrogenase, pseudogene 16 [Source:MGI Symbol;Acc:MGI:3781450]	NA		NA			NA		ENSMUST00000181181	3	3	4	5	2	4	10	1	0	1	0	0	3	5	1	4	2
ENSMUSG00000078970	Dnaaf10	dynein axonemal assembly factor 10 [Source:MGI Symbol;Acc:MGI:2144224]	103784	ENSG00000243667	93.5574	DNAAF10	dynein axonemal assembly factor 10 [Source:HGNC Symbol;Acc:HGNC:25176]	116143	ENSMUSP00000040938	ENSMUST00000046955,ENSMUST00000151431	1483	1709	1121	1374	1750	1991	1778	1554	1674	1778	1694	1545	2049	1986	1694	1928	1774
ENSMUSG00000078972	Gm15557	predicted gene 15557 [Source:MGI Symbol;Acc:MGI:3783006]	NA		NA			NA	ENSMUSP00000105257	ENSMUST00000109629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078974	Sec61g	SEC61, gamma subunit [Source:MGI Symbol;Acc:MGI:1202066]	20335	ENSG00000132432	68	SEC61G	SEC61 translocon subunit gamma [Source:HGNC Symbol;Acc:HGNC:18277]	23480	ENSMUSP00000132348,ENSMUSP00000105269,ENSMUSP00000105271,ENSMUSP00000105270,ENSMUSP00000137362	ENSMUST00000166950,ENSMUST00000109641,ENSMUST00000109643,ENSMUST00000131439,ENSMUST00000109642,ENSMUST00000178855,ENSMUST00000138695	4554	3944	2990	3715	4803	5499	3585	4061	3725	4236	3927	2926	4483	5890	3035	3346	3197
ENSMUSG00000078982	Gm11025	predicted gene 11025 [Source:MGI Symbol;Acc:MGI:3779248]	NA		NA			NA		ENSMUST00000140773	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
ENSMUSG00000078984	Gm11027	predicted gene 11027 [Source:MGI Symbol;Acc:MGI:3779250]	NA		NA			NA	ENSMUSP00000087661	ENSMUST00000090195	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078994	Zfp429	zinc finger protein 429 [Source:MGI Symbol;Acc:MGI:1920057]	72807	ENSG00000005801	35.8763	ZNF195	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]	7748	ENSMUSP00000153005,ENSMUSP00000137755,ENSMUSP00000152989,ENSMUSP00000105354	ENSMUST00000224825,ENSMUST00000181071,ENSMUST00000224684,ENSMUST00000109732	70	85	26	58	34	61	57	56	67	65	57	35	52	66	27	43	20
ENSMUSG00000078995	Zfp456	zinc finger protein 456 [Source:MGI Symbol;Acc:MGI:3040694]	408065	ENSG00000005801	37.7729	ZNF195	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]	7748	ENSMUSP00000130928,ENSMUSP00000153162,ENSMUSP00000059686	ENSMUST00000172266,ENSMUST00000225787,ENSMUST00000057070	548	537	415	582	446	486	660	705	640	409	711	641	614	572	625	454	583
ENSMUSG00000078998	Bpifa6	BPI fold containing family A, member 6 [Source:MGI Symbol;Acc:MGI:3647736]	545477		NA			NA	ENSMUSP00000105375	ENSMUST00000109753	4	0	0	0	0	0	4	0	0	0	0	0	6	0	1	0	0
ENSMUSG00000079000	Dnmt3bos	DNA methyltransferase 3B, opposite strand [Source:MGI Symbol;Acc:MGI:2685409]	NA		NA			NA		ENSMUST00000124988	1	5	1	0	1	1	1	0	0	7	0	1	0	0	0	2	6
ENSMUSG00000079001	4930404H24Rik	RIKEN cDNA 4930404H24 gene [Source:MGI Symbol;Acc:MGI:1925401]	NA		NA			NA	ENSMUSP00000105406	ENSMUST00000109783	1	0	0	2	0	1	0	1	0	0	0	0	0	5	1	0	4
ENSMUSG00000079003	Samd1	sterile alpha motif domain containing 1 [Source:MGI Symbol;Acc:MGI:2142433]	666704		NA			NA	ENSMUSP00000092853	ENSMUST00000095228,ENSMUST00000209606	129	95	54	47	122	137	125	85	61	63	77	99	88	105	109	91	202
ENSMUSG00000079005	Gm14147	predicted gene 14147 [Source:MGI Symbol;Acc:MGI:3651555]	381390		NA			NA	ENSMUSP00000105514,ENSMUSP00000137552	ENSMUST00000109888,ENSMUST00000178211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079006	Gm14151	predicted gene 14151 [Source:MGI Symbol;Acc:MGI:3651016]	433486		NA			NA	ENSMUSP00000105516	ENSMUST00000109890,ENSMUST00000139910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079007	Tcl1b4	T cell leukemia/lymphoma 1B, 4 [Source:MGI Symbol;Acc:MGI:1351604]	27380	ENSG00000213231	33.8843	TCL1B	TCL1 family AKT coactivator B [Source:HGNC Symbol;Acc:HGNC:11649]	9623	ENSMUSP00000000718,ENSMUSP00000152596	ENSMUST00000000718,ENSMUST00000222867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079008	Gm14124	predicted gene 14124 [Source:MGI Symbol;Acc:MGI:3652002]	100216455		NA			NA	ENSMUSP00000105548	ENSMUST00000109922	0	2	0	0	0	0	0	1	3	2	1	0	2	1	0	0	1
ENSMUSG00000079009	Gm14139	predicted gene 14139 [Source:MGI Symbol;Acc:MGI:3836251]	100271882		NA			NA	ENSMUSP00000105552,ENSMUSP00000105555	ENSMUST00000109926,ENSMUST00000109929	0	0	4	0	0	0	1	0	1	0	0	0	9	11	0	0	1
ENSMUSG00000079010	Gm11032	predicted gene 11032 [Source:MGI Symbol;Acc:MGI:3779255]	NA		NA			NA	ENSMUSP00000105567	ENSMUST00000109941	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079011	Gm11033	predicted gene 11033 [Source:MGI Symbol;Acc:MGI:3779256]	NA		NA			NA		ENSMUST00000137218,ENSMUST00000156185,ENSMUST00000127757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079012	Serpina3m	serine (or cysteine) peptidase inhibitor, clade A, member 3M [Source:MGI Symbol;Acc:MGI:98378]	20717	ENSG00000196136	61.0048	SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	12	ENSMUSP00000130979,ENSMUSP00000098639	ENSMUST00000168797,ENSMUST00000101078	1	2	0	2	0	4	2	2	0	2	0	1	4	0	1	2	3
ENSMUSG00000079013	Serpina3j	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3J [Source:MGI Symbol;Acc:MGI:2182843]	238395	ENSG00000196136	52.8571	SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	12	ENSMUSP00000105583	ENSMUST00000109957	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000079014	Serpina3i	serine (or cysteine) peptidase inhibitor, clade A, member 3I [Source:MGI Symbol;Acc:MGI:2182841]	628900	ENSG00000196136	59.5588	SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	12	ENSMUSP00000105584	ENSMUST00000109960,ENSMUST00000109958	1630	1530	1309	1515	2033	1584	2075	1348	930	1319	1153	1205	1763	1220	1300	1314	1152
ENSMUSG00000079015	Serpina1c	serine (or cysteine) peptidase inhibitor, clade A, member 1C [Source:MGI Symbol;Acc:MGI:891969]	20702	ENSG00000197249	65.3753	SERPINA1	serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]	5265	ENSMUSP00000073695	ENSMUST00000074051	0	2	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000079016	Gm11034	predicted gene 11034 [Source:MGI Symbol;Acc:MGI:3779257]	NA		NA			NA	ENSMUSP00000105614	ENSMUST00000109987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079017	Ifi27l2a	interferon, alpha-inducible protein 27 like 2A [Source:MGI Symbol;Acc:MGI:1924183]	76933		NA			NA	ENSMUSP00000054698	ENSMUST00000055071	6583	9235	2756	4572	5783	5603	2802	3307	3414	4448	4602	2304	4283	5231	3037	3449	3453
ENSMUSG00000079018	Ly6c1	lymphocyte antigen 6 complex, locus C1 [Source:MGI Symbol;Acc:MGI:96882]	17067		NA			NA	ENSMUSP00000066954,ENSMUSP00000137401,ENSMUSP00000139799,ENSMUSP00000140722,ENSMUSP00000140622,ENSMUSP00000139948,ENSMUSP00000139559	ENSMUST00000065408,ENSMUST00000179762,ENSMUST00000187347,ENSMUST00000191216,ENSMUST00000185200,ENSMUST00000185372,ENSMUST00000188845	742	619	427	376	465	499	375	433	299	335	244	68	343	365	281	210	239
ENSMUSG00000079019	Insl3	insulin-like 3 [Source:MGI Symbol;Acc:MGI:108427]	16336	ENSG00000248099	59.0164	INSL3	insulin like 3 [Source:HGNC Symbol;Acc:HGNC:6086]	3640	ENSMUSP00000034261	ENSMUST00000034261	44	66	20	9	15	11	15	7	29	55	12	16	23	20	11	11	11
ENSMUSG00000079020	Slc45a4	solute carrier family 45, member 4 [Source:MGI Symbol;Acc:MGI:2146236]	106068	ENSG00000022567	83.2282	SLC45A4	solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]	57210	ENSMUSP00000054651,ENSMUSP00000121775,ENSMUSP00000075577,ENSMUSP00000115418,ENSMUSP00000122825,ENSMUSP00000115827	ENSMUST00000054266,ENSMUST00000151288,ENSMUST00000152558,ENSMUST00000150409,ENSMUST00000076224,ENSMUST00000130765,ENSMUST00000144936,ENSMUST00000132607	1489	1532	804	631	913	791	825	719	1393	1467	896	835	951	680	625	539	674
ENSMUSG00000079022	Col22a1	collagen, type XXII, alpha 1 [Source:MGI Symbol;Acc:MGI:1916950]	69700		NA			NA	ENSMUSP00000155641,ENSMUSP00000125069,ENSMUSP00000124270	ENSMUST00000229585,ENSMUST00000159993,ENSMUST00000160513,ENSMUST00000162081	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079024	Gm21961	predicted gene, 21961 [Source:MGI Symbol;Acc:MGI:5439430]	NA		NA			NA	ENSMUSP00000105727	ENSMUST00000110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079025	Gsdmc	gasdermin C [Source:MGI Symbol;Acc:MGI:1933176]	83492	ENSG00000147697	48.7179	GSDMC	gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151]	56169	ENSMUSP00000133683,ENSMUSP00000105752	ENSMUST00000173503,ENSMUST00000110125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079029	Eif1ad7	eukaryotic translation initiation factor 1A domain containing 7 [Source:MGI Symbol;Acc:MGI:3648257]	435337	ENSG00000198692	91.6667	EIF1AY	eukaryotic translation initiation factor 1A Y-linked [Source:HGNC Symbol;Acc:HGNC:3252]	9086	ENSMUSP00000098728	ENSMUST00000101168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079031	Eif1ad2	eukaryotic translation initiation factor 1A domain containing 2 [Source:MGI Symbol;Acc:MGI:3034635]	544881	ENSG00000198692	89.5833	EIF1AY	eukaryotic translation initiation factor 1A Y-linked [Source:HGNC Symbol;Acc:HGNC:3252]	9086	ENSMUSP00000105776	ENSMUST00000110149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079033	Mef2b	myocyte enhancer factor 2B [Source:MGI Symbol;Acc:MGI:104526]	105980076	ENSG00000213999	71.6332	MEF2B	myocyte enhancer factor 2B [Source:HGNC Symbol;Acc:HGNC:6995]	4207	ENSMUSP00000132314,ENSMUSP00000105773,ENSMUSP00000105767,ENSMUSP00000105770,ENSMUSP00000105768	ENSMUST00000163756,ENSMUST00000110146,ENSMUST00000110140,ENSMUST00000110143,ENSMUST00000110141	324	522	217	122	678	322	492	187	135	119	112	94	491	91	176	160	208
ENSMUSG00000079034	Eif1ad8	eukaryotic translation initiation factor 1A domain containing 8 [Source:MGI Symbol;Acc:MGI:3643794]	666806	ENSG00000198692	93.0556	EIF1AY	eukaryotic translation initiation factor 1A Y-linked [Source:HGNC Symbol;Acc:HGNC:3252]	9086	ENSMUSP00000105780	ENSMUST00000110152	8	8	5	5	6	2	2	4	11	2	5	7	2	7	1	0	6
ENSMUSG00000079036	Alkbh1	alkB homolog 1, histone H2A dioxygenase [Source:MGI Symbol;Acc:MGI:2384034]	211064	ENSG00000100601	82.7764	ALKBH1	alkB homolog 1, histone H2A dioxygenase [Source:HGNC Symbol;Acc:HGNC:17911]	8846	ENSMUSP00000124691,ENSMUSP00000124933,ENSMUSP00000124892,ENSMUSP00000124445,ENSMUSP00000140233,ENSMUSP00000124360,ENSMUSP00000125372,ENSMUSP00000124565	ENSMUST00000160113,ENSMUST00000161712,ENSMUST00000160687,ENSMUST00000159079,ENSMUST00000185301,ENSMUST00000162247,ENSMUST00000176758,ENSMUST00000160919,ENSMUST00000162986,ENSMUST00000162961,ENSMUST00000091090,ENSMUST00000160850	2379	2519	1271	1305	1353	1535	1265	1335	2457	2658	1550	1509	1590	1287	1170	1161	1364
ENSMUSG00000079037	Prnp	prion protein [Source:MGI Symbol;Acc:MGI:97769]	19122	ENSG00000171867	89.3701	PRNP	prion protein [Source:HGNC Symbol;Acc:HGNC:9449]	5621	ENSMUSP00000088833	ENSMUST00000091288,ENSMUST00000142070	1587	879	1170	804	1544	1338	1671	1447	757	778	1171	888	1230	1170	1747	1345	2239
ENSMUSG00000079038	D130040H23Rik	RIKEN cDNA D130040H23 gene [Source:MGI Symbol;Acc:MGI:2444324]	211135		NA			NA	ENSMUSP00000148399,ENSMUSP00000077378	ENSMUST00000212549,ENSMUST00000212443,ENSMUST00000211805,ENSMUST00000078257	1591	1229	981	1127	727	822	1035	1093	1546	1791	1569	1614	1237	1119	1039	780	1235
ENSMUSG00000079039	Gm11037	predicted gene 11037 [Source:MGI Symbol;Acc:MGI:3779261]	NA		NA			NA	ENSMUSP00000105854	ENSMUST00000110225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079042	Apela	apelin receptor early endogenous ligand [Source:MGI Symbol;Acc:MGI:3642370]	100038489		NA			NA	ENSMUSP00000139425,ENSMUSP00000140510	ENSMUST00000124790,ENSMUST00000142822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079043	Fastkd5	FAST kinase domains 5 [Source:MGI Symbol;Acc:MGI:2139469]	380601	ENSG00000215251	70.5081	FASTKD5	FAST kinase domains 5 [Source:HGNC Symbol;Acc:HGNC:25790]	60493	ENSMUSP00000137385,ENSMUSP00000105891	ENSMUST00000179273,ENSMUST00000110262	580	695	508	388	457	555	573	677	569	650	561	656	672	718	687	564	761
ENSMUSG00000079045	Prox1os	prospero homeobox 1, opposite strand [Source:MGI Symbol;Acc:MGI:4937200]	102632463		NA			NA		ENSMUST00000240850,ENSMUST00000110279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000079048	4933413L06Rik	RIKEN cDNA 4933413L06 gene [Source:MGI Symbol;Acc:MGI:1918350]	71100		NA			NA		ENSMUST00000111588,ENSMUST00000110292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079049	Serpinb1c	serine (or cysteine) peptidase inhibitor, clade B, member 1c [Source:MGI Symbol;Acc:MGI:2445363]	380839	ENSG00000021355	72.2667	SERPINB1	serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]	1992	ENSMUSP00000152644,ENSMUSP00000021834	ENSMUST00000221019,ENSMUST00000021834	269	275	91	155	108	169	120	155	220	209	120	40	161	115	54	55	35
ENSMUSG00000079051	Vinac1	vinculin/alpha-catenin family member 1 [Source:MGI Symbol;Acc:MGI:3649276]	668894		NA			NA	ENSMUSP00000123404	ENSMUST00000145798	0	3	0	0	3	8	3	0	8	10	0	0	0	0	0	0	0
